person_age,person_gender,person_education,person_income,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,previous_loan_defaults_on_file,loan_status
25,female,Associate,84838,6300,VENTURE,10.37,4,No,0
25,female,Associate,50872,10000,VENTURE,10.99,2,No,0
24,male,Master,51512,10000,EDUCATION,7.88,3,Yes,0
26,male,High School,52343,10000,PERSONAL,11.01,3,Yes,0
24,female,Bachelor,84679,25000,MEDICAL,11.01,2,Yes,0
25,male,High School,52475,10000,EDUCATION,18.25,3,Yes,0
25,female,High School,84989,12000,MEDICAL,10.37,4,Yes,0
25,male,Master,84948,4000,DEBTCONSOLIDATION,6.92,2,Yes,0
21,female,Bachelor,52750,10000,PERSONAL,11.01,4,Yes,0
26,female,Master,84650,8000,PERSONAL,10,2,No,0
26,male,Master,52673,10000,EDUCATION,14.65,4,Yes,0
22,male,Associate,85105,8000,VENTURE,13.35,2,Yes,0
23,female,Bachelor,84854,3525,DEBTCONSOLIDATION,6.91,3,Yes,0
24,male,Associate,52996,10000,EDUCATION,5.79,2,No,0
25,female,Bachelor,52554,10000,EDUCATION,7.66,3,Yes,0
24,male,High School,52563,10000,MEDICAL,9.63,3,Yes,0
21,male,Associate,85095,6000,DEBTCONSOLIDATION,5.42,3,Yes,0
23,male,High School,52567,10000,EDUCATION,9.25,3,Yes,0
24,female,High School,52737,10000,MEDICAL,13.16,4,No,0
22,male,Associate,85052,10000,DEBTCONSOLIDATION,10.36,2,Yes,0
24,female,Associate,85188,25000,VENTURE,9.62,2,Yes,0
22,male,High School,45613,10000,PERSONAL,11.01,2,No,1
22,male,Master,84635,8000,MEDICAL,5.79,3,No,0
22,female,High School,53802,10000,MEDICAL,10.65,4,No,0
22,female,Master,84899,21000,VENTURE,8.88,3,Yes,0
25,female,Bachelor,84918,12000,PERSONAL,5.79,2,Yes,0
24,female,Associate,53755,10000,PERSONAL,7.49,2,Yes,0
23,male,Bachelor,84982,20000,EDUCATION,6.17,2,No,0
24,female,Master,85171,11000,DEBTCONSOLIDATION,11.01,3,Yes,0
25,female,Bachelor,53731,10000,MEDICAL,12.68,4,No,0
26,female,Bachelor,84825,3200,MEDICAL,9.25,4,No,0
22,male,Bachelor,53889,10000,EDUCATION,15.95,4,Yes,0
21,male,Bachelor,53822,10000,PERSONAL,14.74,4,No,0
23,male,Bachelor,53982,10000,EDUCATION,14.27,3,Yes,0
23,female,Bachelor,55268,10000,DEBTCONSOLIDATION,11.48,2,Yes,0
23,male,Master,85109,11000,VENTURE,7.14,4,No,0
26,male,Bachelor,77982,7000,DEBTCONSOLIDATION,15.95,2,No,1
21,male,Bachelor,54965,10000,VENTURE,6.62,4,Yes,0
25,male,Master,55055,10000,MEDICAL,12.69,2,No,0
22,male,High School,54679,10000,EDUCATION,10.65,3,Yes,0
25,female,Bachelor,84917,8000,PERSONAL,7.88,4,No,0
24,female,High School,55018,10000,PERSONAL,6.62,3,Yes,0
24,female,Associate,77795,5000,EDUCATION,7.88,4,No,1
23,male,Bachelor,84873,4000,EDUCATION,11.01,4,Yes,0
26,female,Associate,85220,4000,EDUCATION,13.98,4,Yes,0
26,female,Associate,55112,10000,PERSONAL,11.01,3,Yes,0
22,female,Master,54944,10000,MEDICAL,9.91,2,Yes,0
24,female,Bachelor,85101,6000,VENTURE,7.88,3,No,0
25,female,Bachelor,85002,12000,PERSONAL,7.51,4,Yes,0
23,female,High School,55078,10000,EDUCATION,6.62,4,Yes,0
26,male,Master,84572,3500,EDUCATION,14.35,3,Yes,0
23,male,Bachelor,85140,16000,EDUCATION,14.35,3,Yes,0
22,male,High School,85133,13750,VENTURE,10.75,3,Yes,0
22,male,Bachelor,55268,10000,EDUCATION,7.51,3,No,0
23,female,Associate,47772,10000,PERSONAL,11.99,3,No,1
23,female,High School,84920,4400,DEBTCONSOLIDATION,6.76,4,Yes,0
26,male,Master,84897,8000,PERSONAL,14.84,3,Yes,0
22,female,High School,85076,16000,EDUCATION,16.32,2,No,0
23,female,High School,84852,5000,PERSONAL,11.12,3,Yes,0
26,female,Bachelor,85020,25000,VENTURE,11.01,4,Yes,0
25,male,High School,84719,8000,DEBTCONSOLIDATION,11.12,3,Yes,0
25,male,High School,54887,10000,VENTURE,12.98,2,Yes,0
21,female,Master,85203,9800,EDUCATION,7.14,4,Yes,0
22,female,Master,85254,8400,MEDICAL,7.88,2,No,0
24,male,High School,85178,8000,VENTURE,15.95,2,Yes,0
23,female,Bachelor,85198,6000,PERSONAL,7.51,2,Yes,0
23,female,Associate,47658,10000,PERSONAL,15.2,3,No,1
24,male,Associate,55257,10000,EDUCATION,6.54,3,Yes,0
24,male,Associate,84657,12000,DEBTCONSOLIDATION,11.36,4,No,0
26,female,Associate,85195,2500,DEBTCONSOLIDATION,10.99,3,No,0
22,male,High School,55100,10000,EDUCATION,7.51,2,No,0
24,female,Bachelor,55174,10000,DEBTCONSOLIDATION,7.51,2,No,0
26,female,Associate,84906,5000,EDUCATION,9.88,4,Yes,0
22,female,High School,48032,10000,PERSONAL,16.07,2,No,1
26,female,High School,84862,10000,HOMEIMPROVEMENT,11.01,4,Yes,0
22,female,Associate,85013,6000,EDUCATION,7.14,4,Yes,0
25,female,High School,84803,12000,HOMEIMPROVEMENT,14.59,2,No,0
26,male,Master,84959,4500,PERSONAL,7.51,4,Yes,0
22,male,Bachelor,54518,10000,PERSONAL,17.93,2,Yes,0
21,female,High School,54918,10000,EDUCATION,10.25,2,Yes,0
24,male,Associate,85094,16000,DEBTCONSOLIDATION,10.62,2,No,0
24,female,Bachelor,85374,25000,VENTURE,10.62,2,Yes,0
24,female,Associate,84631,12000,PERSONAL,17.56,3,Yes,0
24,male,Bachelor,85032,4800,HOMEIMPROVEMENT,11.36,2,Yes,0
24,male,Bachelor,54628,10000,VENTURE,13.11,4,Yes,0
25,female,Bachelor,84988,12800,MEDICAL,13.11,4,No,0
22,female,Bachelor,85386,11000,MEDICAL,11.36,3,Yes,0
24,male,Bachelor,84936,6000,VENTURE,7.88,3,Yes,0
25,male,Master,54700,10000,MEDICAL,12.87,3,Yes,0
22,male,High School,47956,10000,EDUCATION,11.01,3,No,1
21,female,Master,54811,10000,EDUCATION,11.01,2,No,0
24,female,High School,47930,10000,DEBTCONSOLIDATION,14.11,3,No,1
25,female,High School,54597,10000,DEBTCONSOLIDATION,11.89,3,No,0
26,male,Master,84970,7000,EDUCATION,7.88,4,No,0
25,male,Associate,85112,14000,DEBTCONSOLIDATION,10.25,4,No,0
23,male,High School,84886,3000,PERSONAL,7.51,4,Yes,0
23,female,Bachelor,85021,10000,VENTURE,10.99,4,No,0
26,male,High School,54740,10000,MEDICAL,14.11,2,Yes,0
24,female,Associate,85410,15000,EDUCATION,12.18,2,Yes,0
25,female,High School,84678,5000,HOMEIMPROVEMENT,8.59,3,Yes,0
23,male,Bachelor,28734,4325,PERSONAL,11.11,3,No,0
23,male,Bachelor,58391,4325,VENTURE,5.42,4,No,0
25,female,Bachelor,28361,4300,MEDICAL,11.86,3,Yes,0
24,male,High School,36997,4300,MEDICAL,9.63,4,No,0
22,male,High School,63539,4300,DEBTCONSOLIDATION,11.01,2,Yes,0
22,male,Associate,85000,12000,MEDICAL,12.53,2,Yes,0
23,female,Master,130733,4300,VENTURE,11.83,4,Yes,0
23,female,Bachelor,37207,4275,EDUCATION,11.86,4,No,0
22,male,High School,33975,4250,VENTURE,10.99,2,Yes,0
25,female,Bachelor,85132,16000,HOMEIMPROVEMENT,12.18,4,Yes,0
24,female,High School,43093,4250,PERSONAL,6.99,2,Yes,0
24,female,High School,84984,24250,PERSONAL,12.18,2,Yes,0
23,male,Master,55770,4250,MEDICAL,11.01,2,Yes,0
22,male,High School,61027,4250,MEDICAL,12.69,4,Yes,0
23,female,Associate,84757,15000,DEBTCONSOLIDATION,11.14,4,Yes,0
26,male,Bachelor,85092,12000,HOMEIMPROVEMENT,8.94,2,No,0
26,male,High School,58334,4225,PERSONAL,9.83,2,No,0
22,male,Bachelor,85148,25000,PERSONAL,15.31,4,Yes,0
22,female,Bachelor,84774,15000,DEBTCONSOLIDATION,13.92,2,Yes,0
22,male,Bachelor,55535,10000,VENTURE,5.99,4,No,0
26,female,Master,85166,7000,MEDICAL,14.26,4,No,0
24,female,Associate,48669,10000,HOMEIMPROVEMENT,10.36,3,No,1
24,female,Bachelor,85260,9000,EDUCATION,11.83,3,No,0
24,female,High School,84844,10000,VENTURE,7.74,3,Yes,0
22,male,Bachelor,55898,10000,VENTURE,14.61,4,No,0
23,male,High School,55671,10000,MEDICAL,7.29,2,No,0
26,male,Associate,85203,5400,PERSONAL,12.53,4,Yes,0
26,male,High School,85025,12000,HOMEIMPROVEMENT,11.26,4,Yes,0
22,male,Bachelor,85102,15000,MEDICAL,11.26,3,Yes,0
23,male,Master,85171,20000,EDUCATION,12.21,4,Yes,0
23,male,High School,85020,6000,VENTURE,13.16,4,Yes,0
22,male,High School,84798,9600,EDUCATION,15.37,2,No,0
22,male,High School,56365,10000,VENTURE,7.29,3,Yes,0
24,female,Master,56582,10000,EDUCATION,11.48,3,No,0
23,male,Bachelor,56688,10000,MEDICAL,13.57,4,Yes,0
23,male,Bachelor,85062,8400,EDUCATION,8,3,Yes,0
22,female,Bachelor,84775,16000,EDUCATION,16.63,3,Yes,0
22,male,High School,85240,18000,EDUCATION,14.42,3,Yes,0
21,female,High School,37076,4200,EDUCATION,6.92,4,No,0
25,male,High School,36924,4200,MEDICAL,12.23,4,Yes,0
24,male,Associate,84727,9000,PERSONAL,9.63,2,Yes,0
22,female,High School,37213,4200,VENTURE,15.31,2,No,1
24,female,Bachelor,85158,8950,PERSONAL,11.89,3,No,0
25,female,High School,38334,4200,MEDICAL,8.9,3,No,0
22,male,High School,38189,4200,VENTURE,13.57,2,Yes,0
26,male,Associate,41848,4200,PERSONAL,16.82,3,No,1
24,female,Associate,85100,15000,VENTURE,11.46,2,Yes,0
26,male,Bachelor,42115,4200,MEDICAL,8.9,3,Yes,0
24,female,Bachelor,84954,7500,MEDICAL,8.32,2,No,0
22,female,Master,35677,4200,HOMEIMPROVEMENT,6.62,2,No,1
21,female,Associate,35359,4200,MEDICAL,15.62,3,No,1
24,male,High School,42923,4200,PERSONAL,10.37,4,Yes,0
22,male,High School,35919,4200,HOMEIMPROVEMENT,11.01,2,No,1
22,male,Associate,44318,4200,PERSONAL,11.01,4,No,0
21,male,Bachelor,45508,4200,MEDICAL,9.32,3,No,0
26,female,Bachelor,77941,8000,DEBTCONSOLIDATION,12.17,4,No,1
25,male,Associate,45443,4200,MEDICAL,11.11,3,Yes,0
24,male,Master,47628,4200,VENTURE,6.76,4,No,0
21,male,Bachelor,49181,4200,MEDICAL,7.51,4,Yes,0
25,female,Associate,48961,4200,EDUCATION,9.63,2,Yes,0
24,male,Bachelor,85098,13950,DEBTCONSOLIDATION,11.14,2,Yes,0
23,female,Bachelor,50166,4200,EDUCATION,14.54,3,Yes,0
23,male,Associate,85197,5000,MEDICAL,7.14,2,Yes,0
24,male,Bachelor,51628,4200,EDUCATION,7.9,2,Yes,0
25,male,Bachelor,85571,21000,EDUCATION,13.22,4,No,0
23,female,High School,85042,8700,EDUCATION,13.47,4,Yes,0
22,male,High School,44052,4200,MEDICAL,9.91,2,No,1
25,male,High School,44626,4200,HOMEIMPROVEMENT,10.99,4,No,1
22,female,Bachelor,85497,14075,EDUCATION,14.74,4,No,0
25,female,Associate,45567,4200,DEBTCONSOLIDATION,11.01,2,No,1
24,male,Master,57989,4200,PERSONAL,8.9,4,Yes,0
23,male,High School,85782,10500,EDUCATION,13.92,4,No,0
26,female,Bachelor,58809,4200,MEDICAL,6.92,3,Yes,0
23,male,Associate,85524,14500,EDUCATION,5.99,3,Yes,0
22,male,Associate,85424,7450,MEDICAL,13.06,4,No,0
26,male,Master,67105,2500,MEDICAL,7.66,3,No,1
26,male,High School,86284,8500,EDUCATION,6.54,3,Yes,0
23,male,High School,85915,9600,EDUCATION,11.01,4,Yes,0
26,female,High School,85995,1000,DEBTCONSOLIDATION,6.39,4,Yes,0
24,male,Master,67133,2900,MEDICAL,9.62,2,No,1
26,male,Doctorate,64666,4200,EDUCATION,14.22,4,No,0
25,female,Master,86225,7200,DEBTCONSOLIDATION,6.62,4,Yes,0
23,male,Bachelor,66990,4200,MEDICAL,9.91,3,Yes,0
23,male,Bachelor,86146,9600,EDUCATION,7.51,4,No,0
25,female,Bachelor,78887,6000,PERSONAL,8.9,2,No,1
26,female,High School,86190,4400,DEBTCONSOLIDATION,5.42,4,No,0
23,female,Bachelor,86213,7500,DEBTCONSOLIDATION,9.99,3,Yes,0
25,female,High School,86237,4800,VENTURE,13.49,3,Yes,0
21,male,Associate,86279,6000,VENTURE,11.01,4,No,0
22,male,Associate,86220,1500,VENTURE,15.23,2,No,0
23,female,Master,66232,4200,MEDICAL,10.99,2,No,1
26,female,Bachelor,86143,6000,HOMEIMPROVEMENT,15.62,3,Yes,0
24,male,Bachelor,85930,14000,PERSONAL,10.99,3,No,0
23,female,Associate,74275,4200,PERSONAL,6.03,4,Yes,0
23,female,Associate,86278,8500,VENTURE,5.79,2,Yes,0
23,female,High School,75597,4200,MEDICAL,5.42,3,Yes,0
25,female,Associate,76165,4200,VENTURE,14.22,4,No,0
25,female,Master,86220,3250,VENTURE,5.79,2,No,0
24,female,High School,85949,10000,MEDICAL,10.36,4,Yes,0
24,male,Bachelor,86264,10000,HOMEIMPROVEMENT,5.79,3,Yes,0
24,male,Bachelor,86195,3500,EDUCATION,11.49,2,Yes,0
26,female,Master,79118,4200,HOMEIMPROVEMENT,7.29,2,Yes,0
25,male,Associate,79222,4200,DEBTCONSOLIDATION,11.01,2,Yes,0
23,female,Master,73736,4200,PERSONAL,15.58,2,No,1
22,male,Bachelor,67477,7400,MEDICAL,14.84,2,No,1
26,male,High School,83841,4200,HOMEIMPROVEMENT,6.62,3,Yes,0
24,male,High School,86007,20000,EDUCATION,11.36,2,No,0
22,female,Associate,85975,3200,PERSONAL,7.4,2,Yes,0
22,female,High School,88128,4200,DEBTCONSOLIDATION,11.71,3,Yes,0
21,female,High School,36844,4150,MEDICAL,6.76,3,Yes,0
23,female,Bachelor,121184,4150,VENTURE,10.65,2,Yes,0
25,female,Master,28273,4125,EDUCATION,14.54,2,Yes,0
23,female,Bachelor,24989,4100,EDUCATION,13.49,4,No,0
22,female,Associate,36970,4100,EDUCATION,14.26,3,Yes,0
23,female,Bachelor,86450,15000,EDUCATION,13.47,3,Yes,0
22,male,High School,46771,4100,MEDICAL,11.49,4,Yes,0
23,female,Associate,51487,4100,MEDICAL,7.88,2,No,0
23,female,Bachelor,46740,4100,MEDICAL,11.01,4,No,1
26,female,Master,85980,3000,DEBTCONSOLIDATION,5.79,2,No,0
26,male,High School,86214,6500,DEBTCONSOLIDATION,10.99,4,No,0
22,female,Master,58487,4100,DEBTCONSOLIDATION,11.99,3,No,0
26,female,Master,69761,4100,MEDICAL,10.59,3,Yes,0
22,male,High School,86234,12000,MEDICAL,11.71,4,No,0
26,male,Associate,84415,4075,PERSONAL,5.42,3,No,0
24,female,High School,18022,4050,MEDICAL,6.91,4,No,1
26,male,High School,61716,4050,HOMEIMPROVEMENT,7.88,4,No,0
25,male,Associate,86673,25000,EDUCATION,14.96,3,Yes,0
22,male,Associate,86906,3000,EDUCATION,10.99,3,Yes,0
25,male,Bachelor,99404,4050,VENTURE,9.99,2,Yes,0
23,male,High School,31167,4025,VENTURE,9.91,4,Yes,0
24,female,Master,65464,4025,EDUCATION,6.76,2,Yes,0
24,male,Associate,87019,15000,PERSONAL,15.95,3,Yes,0
26,male,Associate,87089,7500,HOMEIMPROVEMENT,10.99,3,No,0
21,male,Bachelor,15083,4000,MEDICAL,10.65,4,No,1
25,female,Associate,87024,9250,EDUCATION,12.53,4,Yes,0
24,male,High School,15405,4000,PERSONAL,13.8,3,No,1
21,female,Master,15371,4000,HOMEIMPROVEMENT,10.99,3,No,1
21,male,High School,86595,7500,EDUCATION,13.17,4,Yes,0
26,male,Associate,57231,10000,DEBTCONSOLIDATION,5.42,2,No,0
25,female,Associate,87235,4800,EDUCATION,11.01,3,Yes,0
26,male,High School,87183,3000,PERSONAL,19.91,3,Yes,0
26,male,Associate,57430,10000,VENTURE,10.99,3,No,0
26,male,Doctorate,57250,10000,PERSONAL,15.05,2,Yes,0
24,female,High School,86895,18000,PERSONAL,7.9,2,Yes,0
21,male,Master,58410,10000,PERSONAL,6.03,3,No,0
23,male,Bachelor,87489,12000,PERSONAL,16.29,2,No,0
23,male,Associate,58287,10000,VENTURE,15.62,2,Yes,0
22,male,High School,58745,10000,VENTURE,13.49,4,Yes,0
25,male,High School,87192,14000,EDUCATION,12.42,2,Yes,0
25,female,High School,51481,10000,VENTURE,13.8,3,No,1
24,male,Bachelor,87360,16000,VENTURE,12.42,3,Yes,0
24,male,High School,87515,5000,HOMEIMPROVEMENT,6.03,3,Yes,0
22,male,Associate,87482,5000,PERSONAL,12.69,3,No,0
25,male,High School,51474,10000,DEBTCONSOLIDATION,14.91,3,No,1
23,male,High School,58504,10000,DEBTCONSOLIDATION,7.29,2,No,0
23,female,Associate,87469,5000,EDUCATION,11.01,3,Yes,0
23,female,Bachelor,87494,4200,VENTURE,12.42,3,No,0
25,female,Master,87390,5000,MEDICAL,6.03,3,Yes,0
21,male,High School,58562,10000,DEBTCONSOLIDATION,5.79,2,Yes,0
23,male,Associate,58534,10000,VENTURE,9.25,3,No,0
23,female,Bachelor,87537,2400,VENTURE,12.69,2,No,0
23,male,Associate,51327,10000,HOMEIMPROVEMENT,15.58,3,No,1
24,male,Bachelor,87301,12000,PERSONAL,6.03,2,No,0
22,male,Bachelor,87547,7200,DEBTCONSOLIDATION,7.9,3,Yes,0
26,female,Bachelor,87159,17000,MEDICAL,10.65,4,Yes,0
24,female,Associate,68540,6000,MEDICAL,11.71,4,No,1
24,female,Bachelor,87064,17000,VENTURE,11.01,4,No,0
22,male,Associate,87360,15000,MEDICAL,7.9,2,Yes,0
25,female,Bachelor,87293,18000,PERSONAL,20,4,Yes,0
25,male,Bachelor,58390,10000,EDUCATION,11.86,3,No,0
25,male,Bachelor,87406,4800,DEBTCONSOLIDATION,10.65,3,Yes,0
24,female,Associate,58418,10000,PERSONAL,14.22,4,No,0
24,female,High School,87038,1000,EDUCATION,15.23,3,Yes,0
24,male,Bachelor,87378,6000,DEBTCONSOLIDATION,7.49,4,No,0
26,male,Associate,87573,5000,MEDICAL,8.49,3,Yes,0
26,female,Master,58711,10000,EDUCATION,8.94,4,Yes,0
26,male,Bachelor,87380,16000,EDUCATION,11.01,3,Yes,0
21,female,Master,86985,24000,DEBTCONSOLIDATION,7.49,3,Yes,0
26,male,High School,58656,10000,MEDICAL,12.21,3,Yes,0
23,female,High School,58561,10000,EDUCATION,12.84,4,Yes,0
22,male,Associate,51076,10000,MEDICAL,16.32,4,No,1
23,male,Bachelor,87369,20000,EDUCATION,7.49,2,No,0
23,male,Bachelor,87279,15000,PERSONAL,6.99,2,No,0
23,male,Associate,58470,10000,PERSONAL,13.79,3,No,0
23,male,Bachelor,51685,10000,DEBTCONSOLIDATION,11.01,3,No,1
23,female,Bachelor,79992,4000,DEBTCONSOLIDATION,15.62,4,No,1
23,male,Associate,67907,5650,MEDICAL,10.99,3,No,1
22,male,Associate,58731,10000,MEDICAL,11.71,4,Yes,0
25,male,Bachelor,87526,9000,EDUCATION,15.62,4,No,0
23,male,Bachelor,52338,10000,EDUCATION,16.89,4,No,1
24,male,Bachelor,59429,10000,PERSONAL,13.85,4,No,0
22,female,High School,60053,10000,EDUCATION,12.87,2,Yes,0
22,male,Bachelor,52694,10000,MEDICAL,16.77,2,No,1
22,male,Bachelor,87431,8400,EDUCATION,5.42,2,Yes,0
24,female,Associate,60188,10000,VENTURE,13.49,3,Yes,0
24,female,Bachelor,87502,6000,MEDICAL,13.49,2,Yes,0
24,male,High School,52839,10000,MEDICAL,13.62,3,No,1
24,male,Bachelor,87435,9000,HOMEIMPROVEMENT,7.49,4,No,0
26,female,Master,60450,10000,VENTURE,13.11,3,Yes,0
24,male,High School,60727,10000,MEDICAL,11.01,3,Yes,0
26,male,Associate,87173,16000,VENTURE,10.59,3,No,0
22,male,High School,61419,10000,DEBTCONSOLIDATION,11.14,2,No,0
24,male,Bachelor,87506,12000,PERSONAL,5.42,2,No,0
24,male,Associate,87488,11200,MEDICAL,7.29,4,Yes,0
22,female,Bachelor,61005,10000,PERSONAL,11.71,3,No,0
26,female,Bachelor,87330,10500,HOMEIMPROVEMENT,15.28,2,No,0
24,female,Associate,87183,3000,PERSONAL,11.01,2,No,0
23,female,Associate,61006,10000,EDUCATION,7.51,3,Yes,0
25,female,Associate,87017,2100,HOMEIMPROVEMENT,7.66,3,Yes,0
25,male,High School,87505,18000,EDUCATION,7.66,3,Yes,0
24,male,Master,87324,6000,EDUCATION,16.77,3,No,0
23,female,Associate,61325,10000,EDUCATION,9.91,3,Yes,0
23,female,Associate,60866,10000,DEBTCONSOLIDATION,11.01,2,No,0
25,female,Master,87233,16000,VENTURE,17.14,3,Yes,0
21,male,High School,60415,10000,DEBTCONSOLIDATION,11.71,3,Yes,0
21,male,Associate,61030,10000,EDUCATION,6.03,4,Yes,0
24,female,Associate,61249,10000,DEBTCONSOLIDATION,7.51,4,Yes,0
24,female,Associate,61173,10000,HOMEIMPROVEMENT,14.27,4,Yes,0
22,female,Bachelor,87152,16000,VENTURE,10.37,3,Yes,0
24,female,Bachelor,87422,2100,VENTURE,11.01,2,No,0
25,male,High School,87544,2000,HOMEIMPROVEMENT,7.66,4,No,0
22,male,High School,87237,10000,EDUCATION,11.01,2,Yes,0
24,male,Bachelor,60854,10000,PERSONAL,11.71,2,Yes,0
26,male,Master,61212,10000,PERSONAL,8.49,3,Yes,0
21,male,High School,60927,10000,DEBTCONSOLIDATION,6.99,4,Yes,0
24,female,Master,60942,10000,PERSONAL,7.49,2,No,0
22,male,Bachelor,60870,10000,MEDICAL,12.99,4,Yes,0
25,male,High School,61329,10000,EDUCATION,7.49,3,Yes,0
22,male,High School,61105,10000,EDUCATION,10.99,2,No,0
22,female,Master,61118,10000,DEBTCONSOLIDATION,13.99,2,Yes,0
24,female,Bachelor,87309,10000,EDUCATION,12.98,4,Yes,0
22,male,Associate,87438,5000,EDUCATION,6.54,4,No,0
21,male,Associate,87337,2000,DEBTCONSOLIDATION,6.54,2,Yes,0
22,male,High School,87547,10800,PERSONAL,6.91,3,No,0
24,male,Bachelor,87247,5000,MEDICAL,9.25,2,Yes,0
24,male,Master,61400,10000,DEBTCONSOLIDATION,7.29,4,Yes,0
25,female,Bachelor,53862,10000,MEDICAL,15.65,4,No,1
22,female,Bachelor,87616,3500,DEBTCONSOLIDATION,5.42,4,Yes,0
23,male,Bachelor,61116,10000,EDUCATION,9.63,3,Yes,0
23,male,Master,61182,10000,EDUCATION,6.92,2,No,0
23,female,Bachelor,87571,7000,EDUCATION,6.17,3,Yes,0
23,male,Associate,87507,6000,DEBTCONSOLIDATION,6.17,3,Yes,0
24,male,High School,87143,6000,VENTURE,9.99,2,Yes,0
23,male,Associate,61261,10000,MEDICAL,11.01,2,Yes,0
26,female,Associate,60877,10000,HOMEIMPROVEMENT,6.91,2,Yes,0
24,female,Bachelor,68142,4900,MEDICAL,15.95,4,No,1
23,male,High School,87117,5000,PERSONAL,11.86,2,Yes,0
25,female,Master,87384,15000,DEBTCONSOLIDATION,7.88,3,Yes,0
23,male,Associate,87751,8700,PERSONAL,6.76,4,Yes,0
23,female,Bachelor,87740,8000,MEDICAL,13.61,2,Yes,0
23,male,High School,87064,9000,VENTURE,6.76,2,Yes,0
22,male,High School,61340,10000,MEDICAL,6.17,2,Yes,0
24,male,Associate,54082,10000,VENTURE,11.01,3,No,1
23,female,High School,87026,6400,EDUCATION,7.51,2,No,0
24,female,Bachelor,87633,8000,VENTURE,7.88,4,No,0
22,female,Bachelor,53740,10000,VENTURE,15.58,3,No,1
22,male,Bachelor,60831,10000,MEDICAL,7.88,3,Yes,0
24,female,Bachelor,87373,18000,VENTURE,11.86,4,Yes,0
23,male,Bachelor,87363,5975,MEDICAL,11.01,3,Yes,0
22,male,High School,87208,15000,PERSONAL,16.32,4,Yes,0
26,female,Master,87279,10000,HOMEIMPROVEMENT,11.01,3,No,0
25,male,Associate,61256,10000,EDUCATION,16.82,2,Yes,0
23,male,High School,87466,11875,EDUCATION,10.38,3,Yes,0
22,female,High School,61014,10000,PERSONAL,7.88,3,No,0
22,female,Bachelor,61207,10000,EDUCATION,13.57,3,Yes,0
22,female,Associate,87824,12000,VENTURE,14.84,4,Yes,0
25,male,Bachelor,87309,6000,VENTURE,7.14,4,No,0
23,female,Master,61078,10000,MEDICAL,8.94,3,Yes,0
26,female,Master,61027,10000,MEDICAL,10.95,4,No,0
22,male,Bachelor,87835,5000,EDUCATION,11.01,2,Yes,0
25,male,Bachelor,60888,10000,DEBTCONSOLIDATION,10.95,3,Yes,0
22,male,High School,61059,10000,EDUCATION,9.32,2,Yes,0
25,female,Master,87336,10000,HOMEIMPROVEMENT,14.96,3,Yes,0
23,female,Associate,61085,10000,EDUCATION,6.17,4,Yes,0
25,female,High School,87498,3200,EDUCATION,6.39,3,Yes,0
22,female,Bachelor,87298,8000,EDUCATION,16.45,4,No,0
22,male,Bachelor,60715,10000,PERSONAL,12.21,2,Yes,0
24,female,Associate,61322,10000,VENTURE,13.79,4,Yes,0
23,male,Master,68357,18000,MEDICAL,14.22,2,No,1
25,female,High School,87104,18000,HOMEIMPROVEMENT,16.82,2,Yes,0
22,female,Bachelor,54301,10000,HOMEIMPROVEMENT,11.36,2,No,1
25,male,Bachelor,61734,10000,DEBTCONSOLIDATION,13.85,2,Yes,0
24,male,High School,87529,16000,EDUCATION,10.25,3,Yes,0
22,female,High School,54942,10000,HOMEIMPROVEMENT,15.96,2,No,1
22,male,High School,87240,15000,PERSONAL,10.25,3,Yes,0
24,male,High School,87190,8200,HOMEIMPROVEMENT,7.88,4,Yes,0
26,female,High School,87340,6600,HOMEIMPROVEMENT,11.01,2,Yes,0
26,male,Bachelor,55189,10000,PERSONAL,11.86,4,No,1
24,female,Master,62220,10000,EDUCATION,11.83,2,Yes,0
23,female,High School,87315,16000,MEDICAL,7.4,3,Yes,0
26,female,Bachelor,87280,10000,MEDICAL,7.74,4,No,0
24,male,Bachelor,87418,9000,EDUCATION,11.01,2,No,0
22,male,Master,55138,10000,VENTURE,11.01,2,No,1
24,male,Associate,62597,10000,DEBTCONSOLIDATION,10.75,3,Yes,0
26,male,Associate,80272,12000,HOMEIMPROVEMENT,11.01,3,No,1
22,male,Bachelor,62906,10000,EDUCATION,11.01,2,No,0
25,male,High School,87471,20000,DEBTCONSOLIDATION,11.83,4,Yes,0
